00501,Holtsville,New York,NY
58103,Fargo,North Dakota,ND
58201,Grand Forks,North Dakota,ND
58401,Jamestown,North Dakota,ND
58501,Bismarck,North Dakota,ND
58701,Minot,North Dakota,ND
58737,Flaxton,North Dakota,ND
59101,Billings,Montana,MT
59401,Great Falls,Montana,MT
59601,Helena,Montana,MT
59701,Butte,Montana,MT
59715,Bozeman,Montana,MT
59801,Missoula,Montana,MT
59901,Kalispell,Montana,MT
60004,Arlington Heights,Illinois,IL
60012,Crystal Lake,Illinois,IL
60016,Des Plaines,Illinois,IL
60038,Palatine,Illinois,IL
60050,McHenry,Illinois,IL
60079,Waukegan,Illinois,IL
60105,Bensenville,Illinois,IL
60116,Carol Stream,Illinois,IL
60120,Elgin,Illinois,IL
60159,Schaumburg,Illinois,IL
60160,Melrose Park,Illinois,IL
60201,Evanston,Illinois,IL
60301,Oak Park,Illinois,IL
60431,Joliet,Illinois,IL
60502,Aurora,Illinois,IL
60521,Hinsdale,Illinois,IL
60522,Hinsdale,Illinois,IL
60540,Naperville,Illinois,IL
60544,Plainfield,Illinois,IL
60559,Westmont,Illinois,IL
60601,Chicago,Illinois,IL
60619,Chicago,Illinois,IL
61101,Rockford,Illinois,IL
61111,Loves Park,Illinois,IL
61201,Rock Island,Illinois,IL
61455,Macomb,Illinois,IL
61554,Pekin,Illinois,IL
61601,Peoria,Illinois,IL
61701,Bloomington,Illinois,IL
61801,Urbana,Illinois,IL
61820,Champaign,Illinois,IL
62201,East Saint Louis,Illinois,IL
62220,Belleville,Illinois,IL
62301,Quincy,Illinois,IL
62521,Decatur,Illinois,IL
62701,Springfield,Illinois,IL
62901,Carbondale,Illinois,IL
63005,Chesterfield,Missouri,MO
63011,Ballwin,Missouri,MO
63031,Florissant,Missouri,MO
63101,Saint Louis,Missouri,MO
63301,Saint Charles,Missouri,MO
63701,Cape Girardeau,Missouri,MO
64013,Blue Springs,Missouri,MO
64050,Independence,Missouri,MO
64063,Lees Summit,Missouri,MO
64068,Liberty,Missouri,MO
64101,Kansas City,Missouri,MO
64501,Saint Joseph,Missouri,MO
64801,Joplin,Missouri,MO
65101,Jefferson City,Missouri,MO
65201,Columbia,Missouri,MO
65401,Rolla,Missouri,MO
65801,Springfield,Missouri,MO
66044,Lawrence,Kansas,KS
66051,Olathe,Kansas,KS
66101,Kansas City,Kansas,KS
66201,Mission,Kansas,KS
66203,Shawnee,Kansas,KS
66204,Overland Park,Kansas,KS
66206,Leawood,Kansas,KS
66215,Lenexa,Kansas,KS
66250,Shawnee Mission,Kansas,KS
66502,Manhattan,Kansas,KS
66601,Topeka,Kansas,KS
67201,Wichita,Kansas,KS
67501,Hutchinson,Kansas,KS
68005,Bellevue,Nebraska,NE
68101,Omaha,Nebraska,NE
68501,Lincoln,Nebraska,NE
68801,Grand Island,Nebraska,NE
68845,Kearney,Nebraska,NE
70001,Metairie,Louisiana,LA
70053,Gretna,Louisiana,LA
70062,Kenner,Louisiana,LA
70112,New Orleans,Louisiana,LA
70301,Thibodaux,Louisiana,LA
70360,Houma,Louisiana,LA
70401,Hammond,Louisiana,LA
70433,Covington,Louisiana,LA
70448,Mandeville,Louisiana,LA
70458,Slidell,Louisiana,LA
70501,Lafayette,Louisiana,LA
70560,New Iberia,Louisiana,LA
70601,Lake Charles,Louisiana,LA
70663,Sulphur,Louisiana,LA
70706,Denham Springs,Louisiana,LA
70801,Baton Rouge,Louisiana,LA
71101,Shreveport,Louisiana,LA
71111,Bossier City,Louisiana,LA
71201,Monroe,Louisiana,LA
71270,Ruston,Louisiana,LA
71291,West Monroe,Louisiana,LA
71301,Alexandria,Louisiana,LA
71359,Pineville,Louisiana,LA
71457,Natchitoches,Louisiana,LA
71601,Pine Bluff,Arkansas,AR
71655,Monticello,Arkansas,AR
71901,Hot Springs National Park,Arkansas,AR
71923,Arkadelphia,Arkansas,AR
72015,Benton,Arkansas,AR
72032,Conway,Arkansas,AR
72114,North Little Rock,Arkansas,AR
72143,Searcy,Arkansas,AR
72201,Little Rock,Arkansas,AR
72401,Jonesboro,Arkansas,AR
72701,Fayetteville,Arkansas,AR
72756,Rogers,Arkansas,AR
72762,Springdale,Arkansas,AR
72801,Russellville,Arkansas,AR
72901,Fort Smith,Arkansas,AR
73003,Edmond,Oklahoma,OK
73019,Norman,Oklahoma,OK
73101,Oklahoma City,Oklahoma,OK
73301,Austin,Texas,TX
73401,Ardmore,Oklahoma,OK
73501,Lawton,Oklahoma,OK
73533,Duncan,Oklahoma,OK
73701,Enid,Oklahoma,OK
74003,Bartlesville,Oklahoma,OK
74011,Broken Arrow,Oklahoma,OK
74017,Claremore,Oklahoma,OK
74074,Stillwater,Oklahoma,OK
74101,Tulsa,Oklahoma,OK
74401,Muskogee,Oklahoma,OK
74601,Ponca City,Oklahoma,OK
74801,Shawnee,Oklahoma,OK
75006,Carrollton,Texas,TX
75014,Irving,Texas,TX
75022,Flower Mound,Texas,TX
75023,Plano,Texas,TX
75029,Lewisville,Texas,TX
75030,Rowlett,Texas,TX
75040,Garland,Texas,TX
75050,Grand Prairie,Texas,TX
75063,Irving,Texas,TX
75069,McKinney,Texas,TX
75080,Richardson,Texas,TX
75090,Sherman,Texas,TX
75109,Corsicana,Texas,TX
75116,Duncanville,Texas,TX
75149,Mesquite,Texas,TX
75165,Waxahachie,Texas,TX
75201,Dallas,Texas,TX
75401,Greenville,Texas,TX
75460,Paris,Texas,TX
75462,Paris,Texas,TX
75501,Texarkana,Texas,TX
75601,Longview,Texas,TX
75652,Henderson,Texas,TX
75670,Marshall,Texas,TX
75701,Tyler,Texas,TX
75707,Tyler,Texas,TX
75801,Palestine,Texas,TX
75850,Leona,Texas,TX
75852,Midway,Texas,TX
75861,Tennessee Colony,Texas,TX
75901,Lufkin,Texas,TX
75961,Nacogdoches,Texas,TX
76001,Arlington,Texas,TX
76008,Aledo,Texas,TX
76021,Bedford,Texas,TX
76066,Millsap,Texas,TX
76067,Mineral Wells,Texas,TX
76082,Springtown,Texas,TX
76085,Weatherford,Texas,TX
76101,Fort Worth,Texas,TX
76108,Fort Worth,Texas,TX
76201,Denton,Texas,TX
76301,Wichita Falls,Texas,TX
76363,Goree,Texas,TX
76371,Munday,Texas,TX
76372,Newcastle,Texas,TX
76374,Olney,Texas,TX
76388,Weinert,Texas,TX
76401,Stephenville,Texas,TX
76424,Breckenridge,Texas,TX
76427,Bryson,Texas,TX
76429,Caddo,Texas,TX
76430,Albany,Texas,TX
76432,Blanket,Texas,TX
76433,Bluff Dale,Texas,TX
76435,Carbon,Texas,TX
76437,Cisco,Texas,TX
76439,Dennis,Texas,TX
76442,Comanche,Texas,TX
76443,Cross Plains,Texas,TX
76444,De Leon,Texas,TX
76445,Desdemona,Texas,TX
76446,Dublin,Texas,TX
76448,Eastland,Texas,TX
76449,Graford,Texas,TX
76450,Graham,Texas,TX
76453,Gordon,Texas,TX
76454,Gorman,Texas,TX
76455,Gustine,Texas,TX
76457,Hico,Texas,TX
76458,Jacksboro,Texas,TX
76459,Jermyn,Texas,TX
76460,Loving,Texas,TX
76461,Lingleville,Texas,TX
76462,Lipan,Texas,TX
76464,Moran,Texas,TX
76465,Morgan Mill,Texas,TX
76466,Olden,Texas,TX
76468,Proctor,Texas,TX
76469,Putnam,Texas,TX
76470,Ranger,Texas,TX
76471,Rising Star,Texas,TX
76472,Santo,Texas,TX
76475,Strawn,Texas,TX
76481,South Bend,Texas,TX
76483,Throckmorton,Texas,TX
76484,Palo Pinto,Texas,TX
76485,Peaster,Texas,TX
76486,Perrin,Texas,TX
76487,Poolville,Texas,TX
76490,Whitt,Texas,TX
76491,Woodson,Texas,TX
76501,Temple,Texas,TX
76528,Gatesville,Texas,TX
76540,Killeen,Texas,TX
76629,Bremond,Texas,TX
76680,Reagan,Texas,TX
76701,Waco,Texas,TX
76801,Brownwood,Texas,TX
76802,Early,Texas,TX
76821,Ballinger,Texas,TX
76823,Bangs,Texas,TX
76824,Bend,Texas,TX
76825,Brady,Texas,TX
76827,Brookesmith,Texas,TX
76832,Cherokee,Texas,TX
76834,Coleman,Texas,TX
76836,Doole,Texas,TX
76837,Eden,Texas,TX
76842,Fredonia,Texas,TX
76844,Goldthwaite,Texas,TX
76845,Gouldbusk,Texas,TX
76848,Hext,Texas,TX
76852,Lohn,Texas,TX
76854,London,Texas,TX
76855,Lowake,Texas,TX
76856,Mason,Texas,TX
76857,May,Texas,TX
76858,Melvin,Texas,TX
76859,Menard,Texas,TX
76861,Miles,Texas,TX
76862,Millersview,Texas,TX
76864,Mullin,Texas,TX
76865,Norton,Texas,TX
76866,Paint Rock,Texas,TX
76870,Priddy,Texas,TX
76871,Richland Springs,Texas,TX
76872,Rochelle,Texas,TX
76873,Rockwood,Texas,TX
76875,Rowena,Texas,TX
76877,San Saba,Texas,TX
76878,Santa Anna,Texas,TX
76880,Star,Texas,TX
76884,Valera,Texas,TX
76887,Voca,Texas,TX
76888,Voss,Texas,TX
76890,Zephyr,Texas,TX
76901,San Angelo,Texas,TX
76908,Goodfellow Air Force Base,Texas,TX
76930,Barnhart,Texas,TX
76932,Big Lake,Texas,TX
76933,Bronte,Texas,TX
76934,Carlsbad,Texas,TX
76935,Christoval,Texas,TX
76936,Eldorado,Texas,TX
76937,Eola,Texas,TX
76939,Knickerbocker,Texas,TX
76940,Mereta,Texas,TX
76941,Mertzon,Texas,TX
76943,Ozona,Texas,TX
76945,Robert Lee,Texas,TX
76949,Silver,Texas,TX
76950,Sonora,Texas,TX
76951,Sterling City,Texas,TX
76955,Vancourt,Texas,TX
76957,Wall,Texas,TX
76958,Water Valley,Texas,TX
77001,Houston,Texas,TX
77096,Houston,Texas,TX
77301,Conroe,Texas,TX
77320,Huntsville,Texas,TX
77325,Humble,Texas,TX
77353,Magnolia,Texas,TX
77363,Plantersville,Texas,TX
77373,Spring,Texas,TX
77410,Cypress,Texas,TX
77449,Katy,Texas,TX
77478,Sugar Land,Texas,TX
77501,Pasadena,Texas,TX
77520,Baytown,Texas,TX
77550,Galveston,Texas,TX
77581,Pearland,Texas,TX
77587,South Houston,Texas,TX
77590,Texas City,Texas,TX
77630,Orange,Texas,TX
77640,Port Arthur,Texas,TX
77701,Beaumont,Texas,TX
77801,Bryan,Texas,TX
77830,Anderson,Texas,TX
77831,Bedias,Texas,TX
77833,Brenham,Texas,TX
77835,Burton,Texas,TX
77836,Caldwell,Texas,TX
77837,Calvert,Texas,TX
77838,Chriesman,Texas,TX
77840,College Station,Texas,TX
77852,Deanville,Texas,TX
77856,Franklin,Texas,TX
77859,Hearne,Texas,TX
77861,Iola,Texas,TX
77862,Kurten,Texas,TX
77863,Lyons,Texas,TX
77864,Madisonville,Texas,TX
77866,Millican,Texas,TX
77867,Mumford,Texas,TX
77869,Navasota,Texas,TX
77870,New Baden,Texas,TX
77871,Normangee,Texas,TX
77872,North Zulch,Texas,TX
77873,Richards,Texas,TX
77875,Roans Prairie,Texas,TX
77876,Shiro,Texas,TX
77878,Snook,Texas,TX
77879,Somerville,Texas,TX
77880,Washington,Texas,TX
77881,Wellborn,Texas,TX
77882,Wheelock,Texas,TX
77901,Victoria,Texas,TX
78001,Artesia Wells,Texas,TX
78014,Cotulla,Texas,TX
78019,Encinal,Texas,TX
78021,Fowlerton,Texas,TX
78040,Laredo,Texas,TX
78067,San Ygnacio,Texas,TX
78076,Zapata,Texas,TX
78130,New Braunfels,Texas,TX
78201,San Antonio,Texas,TX
78344,Bruni,Texas,TX
78360,Guerra,Texas,TX
78361,Hebbronville,Texas,TX
78369,Mirando City,Texas,TX
78371,Oilton,Texas,TX
78401,Corpus Christi,Texas,TX
78501,McAllen,Texas,TX
78520,Brownsville,Texas,TX
78539,Edinburg,Texas,TX
78550,Harlingen,Texas,TX
78564,Lopeno,Texas,TX
78572,Mission,Texas,TX
78584,Roma,Texas,TX
78626,Georgetown,Texas,TX
78641,Leander,Texas,TX
78664,Round Rock,Texas,TX
78801,Uvalde,Texas,TX
78827,Asherton,Texas,TX
78828,Barksdale,Texas,TX
78829,Batesville,Texas,TX
78830,Big Wells,Texas,TX
78832,Brackettville,Texas,TX
78833,Camp Wood,Texas,TX
78834,Carrizo Springs,Texas,TX
78836,Catarina,Texas,TX
78837,Comstock,Texas,TX
78838,Concan,Texas,TX
78839,Crystal City,Texas,TX
78840,Del Rio,Texas,TX
78843,Laughlin Air Force Base,Texas,TX
78851,Dryden,Texas,TX
78852,Eagle Pass,Texas,TX
78860,El Indio,Texas,TX
78870,Knippa,Texas,TX
78871,Langtry,Texas,TX
78872,La Pryor,Texas,TX
78873,Leakey,Texas,TX
78877,Quemado,Texas,TX
78879,Rio Frio,Texas,TX
78880,Rocksprings,Texas,TX
78881,Sabinal,Texas,TX
78884,Utopia,Texas,TX
79021,Cotton Center,Texas,TX
79027,Dimmitt,Texas,TX
79032,Edmonson,Texas,TX
79041,Hale Center,Texas,TX
79043,Hart,Texas,TX
79052,Kress,Texas,TX
79063,Nazareth,Texas,TX
79064,Olton,Texas,TX
79072,Plainview,Texas,TX
79088,Tulia,Texas,TX
79101,Amarillo,Texas,TX
79221,Aiken,Texas,TX
79231,Dougherty,Texas,TX
79235,Floydada,Texas,TX
79241,Lockney,Texas,TX
79250,Petersburg,Texas,TX
79255,Quitaque,Texas,TX
79257,Silverton,Texas,TX
79258,South Plains,Texas,TX
79311,Abernathy,Texas,TX
79316,Brownfield,Texas,TX
79360,Seminole,Texas,TX
79376,Tokio,Texas,TX
79401,Lubbock,Texas,TX
79501,Anson,Texas,TX
79502,Aspermont,Texas,TX
79503,Avoca,Texas,TX
79504,Baird,Texas,TX
79506,Blackwell,Texas,TX
79508,Buffalo Gap,Texas,TX
79510,Clyde,Texas,TX
79511,Coahoma,Texas,TX
79512,Colorado City,Texas,TX
79516,Dunn,Texas,TX
79517,Fluvanna,Texas,TX
79520,Hamlin,Texas,TX
79521,Haskell,Texas,TX
79525,Hawley,Texas,TX
79526,Hermleigh,Texas,TX
79529,Knox City,Texas,TX
79530,Lawn,Texas,TX
79532,Loraine,Texas,TX
79533,Lueders,Texas,TX
79535,Maryneal,Texas,TX
79536,Merkel,Texas,TX
79537,Nolan,Texas,TX
79539,O'Brien,Texas,TX
79540,Old Glory,Texas,TX
79541,Ovalo,Texas,TX
79543,Roby,Texas,TX
79544,Rochester,Texas,TX
79545,Roscoe,Texas,TX
79546,Rotan,Texas,TX
79547,Rule,Texas,TX
79549,Snyder,Texas,TX
79553,Stamford,Texas,TX
79556,Sweetwater,Texas,TX
79561,Trent,Texas,TX
79562,Tuscola,Texas,TX
79563,Tye,Texas,TX
79565,Westbrook,Texas,TX
79566,Wingate,Texas,TX
79567,Winters,Texas,TX
79601,Abilene,Texas,TX
79607,Dyess Air Force Base,Texas,TX
79701,Midland,Texas,TX
79713,Ackerly,Texas,TX
79714,Andrews,Texas,TX
79718,Balmorhea,Texas,TX
79719,Barstow,Texas,TX
79720,Big Spring,Texas,TX
79730,Coyanosa,Texas,TX
79731,Crane,Texas,TX
79733,Forsan,Texas,TX
79734,Fort Davis,Texas,TX
79735,Fort Stockton,Texas,TX
79738,Gail,Texas,TX
79739,Garden City,Texas,TX
79740,Girvin,Texas,TX
79741,Goldsmith,Texas,TX
79742,Grandfalls,Texas,TX
79743,Imperial,Texas,TX
79745,Kermit,Texas,TX
79748,Knott,Texas,TX
79749,Lenorah,Texas,TX
79752,Mc Camey,Texas,TX
79754,Mentone,Texas,TX
79755,Midkiff,Texas,TX
79756,Monahans,Texas,TX
79758,Gardendale,Texas,TX
79759,Notrees,Texas,TX
79760,Odessa,Texas,TX
79770,Orla,Texas,TX
79772,Pecos,Texas,TX
79777,Pyote,Texas,TX
79778,Rankin,Texas,TX
79780,Saragosa,Texas,TX
79781,Sheffield,Texas,TX
79782,Stanton,Texas,TX
79783,Tarzan,Texas,TX
79785,Toyah,Texas,TX
79786,Toyahvale,Texas,TX
79788,Wickett,Texas,TX
79789,Wink,Texas,TX
79830,Alpine,Texas,TX
79842,Marathon,Texas,TX
79843,Marfa,Texas,TX
79846,Redford,Texas,TX
79848,Sanderson,Texas,TX
79852,Terlingua,Texas,TX
79854,Valentine,Texas,TX
79901,El Paso,Texas,TX
80001,Arvada,Colorado,CO
80010,Aurora,Colorado,CO
80020,Broomfield,Colorado,CO
80030,Westminster,Colorado,CO
80104,Castle Rock,Colorado,CO
80110,Englewood,Colorado,CO
80112,Englewood,Colorado,CO
80120,Littleton,Colorado,CO
80201,Denver,Colorado,CO
80216,Denver,Colorado,CO
80301,Boulder,Colorado,CO
80401,Golden,Colorado,CO
80477,Steamboat Springs,Colorado,CO
80501,Longmont,Colorado,CO
80521,Fort Collins,Colorado,CO
80537,Loveland,Colorado,CO
80601,Brighton,Colorado,CO
80631,Greeley,Colorado,CO
80901,Colorado Springs,Colorado,CO
80931,Colorado Springs,Colorado,CO
81001,Pueblo,Colorado,CO
81212,Canon City,Colorado,CO
81230,Gunnison,Colorado,CO
81301,Durango,Colorado,CO
81501,Grand Junction,Colorado,CO
82001,Cheyenne,Wyoming,WY
82070,Laramie,Wyoming,WY
82601,Casper,Wyoming,WY
82716,Gillette,Wyoming,WY
83201,Pocatello,Idaho,ID
83401,Idaho Falls,Idaho,ID
83440,Rexburg,Idaho,ID
83605,Caldwell,Idaho,ID
83651,Nampa,Idaho,ID
83701,Boise,Idaho,ID
83709,Boise,Idaho,ID
83814,Coeur d'Alene,Idaho,ID
84015,Clearfield,Utah,UT
84057,Orem,Utah,UT
84060,Park City,Utah,UT
84070,Sandy,Utah,UT
84101,Salt Lake City,Utah,UT
84201,Ogden,Utah,UT
84321,Logan,Utah,UT
84404,Ogden,Utah,UT
84601,Provo,Utah,UT
84770,Saint George,Utah,UT
85001,Phoenix,Arizona,AZ
85201,Mesa,Arizona,AZ
85217,Apache Junction,Arizona,AZ
85224,Chandler,Arizona,AZ
85233,Gilbert,Arizona,AZ
85250,Scottsdale,Arizona,AZ
85280,Tempe,Arizona,AZ
85301,Glendale,Arizona,AZ
85345,Peoria,Arizona,AZ
85351,Sun City,Arizona,AZ
85364,Yuma,Arizona,AZ
85374,Surprise,Arizona,AZ
85607,Douglas,Arizona,AZ
85621,Nogales,Arizona,AZ
85635,Sierra Vista,Arizona,AZ
85701,Tucson,Arizona,AZ
86001,Flagstaff,Arizona,AZ
86301,Prescott,Arizona,AZ
86336,Sedona,Arizona,AZ
86401,Kingman,Arizona,AZ
86403,Lake Havasu City,Arizona,AZ
86429,Bullhead City,Arizona,AZ
87101,Albuquerque,New Mexico,NM
87124,Rio Rancho,New Mexico,NM
87301,Gallup,New Mexico,NM
87401,Farmington,New Mexico,NM
87501,Santa Fe,New Mexico,NM
88001,Las Cruces,New Mexico,NM
88201,Roswell,New Mexico,NM
88240,Hobbs,New Mexico,NM
88901,The Lakes,Nevada,NV
89009,Henderson,Nevada,NV
89030,North Las Vegas,Nevada,NV
89041,Pahrump,Nevada,NV
89101,Las Vegas,Nevada,NV
89406,Fallon,Nevada,NV
89431,Sparks,Nevada,NV
89450,Incline Village,Nevada,NV
89501,Reno,Nevada,NV
89701,Carson City,Nevada,NV
89801,Elko,Nevada,NV
90001,Los Angeles,California,CA
90042,Los Angeles,California,CA
90209,Beverly Hills,California,CA
90220,Compton,California,CA
90230,Culver City,California,CA
90239,Downey,California,CA
90247,Gardena,California,CA
90263,Malibu,California,CA
90301,Inglewood,California,CA
90401,Santa Monica,California,CA
90501,Torrance,California,CA
90601,Whittier,California,CA
90620,Buena Park,California,CA
90631,La Habra,California,CA
90637,La Mirada,California,CA
90650,Norwalk,California,CA
90660,Pico Rivera,California,CA
90711,Lakewood,California,CA
90720,Los Alamitos,California,CA
90731,San Pedro,California,CA
90745,Carson,California,CA
90801,Long Beach,California,CA
91006,Arcadia,California,CA
91101,Pasadena,California,CA
91201,Glendale,California,CA
91303,Canoga Park,California,CA
91311,Chatsworth,California,CA
91316,Encino,California,CA
91324,Northridge,California,CA
91331,Pacoima,California,CA
91345,Mission Hills,California,CA
91350,Santa Clarita,California,CA
91351,Canyon Country,California,CA
91354,Valencia,California,CA
91358,Thousand Oaks,California,CA
91359,Westlake Village,California,CA
91364,Woodland Hills,California,CA
91388,Van Nuys,California,CA
91403,Sherman Oaks,California,CA
91501,Burbank,California,CA
91601,North Hollywood,California,CA
91701,Rancho Cucamonga,California,CA
91702,Azusa,California,CA
91714,City of Industry,California,CA
91722,Covina,California,CA
91731,El Monte,California,CA
91744,La Puente,California,CA
91754,Monterey Park,California,CA
91758,Ontario,California,CA
91766,Pomona,California,CA
91770,Rosemead,California,CA
91775,San Gabriel,California,CA
91784,Upland,California,CA
91788,Walnut,California,CA
91790,West Covina,California,CA
91801,Alhambra,California,CA
91909,Chula Vista,California,CA
91941,La Mesa,California,CA
91976,Spring Valley,California,CA
92008,Carlsbad,California,CA
92019,El Cajon,California,CA
92025,Escondido,California,CA
92037,La Jolla,California,CA
92049,Oceanside,California,CA
92069,San Marcos,California,CA
92081,Vista,California,CA
92101,San Diego,California,CA
92105,San Diego,California,CA
92201,Indio,California,CA
92211,Palm Desert,California,CA
92247,La Quinta,California,CA
92262,Palm Springs,California,CA
92334,Fontana,California,CA
92340,Hesperia,California,CA
92350,Loma Linda,California,CA
92373,Redlands,California,CA
92392,Victorville,California,CA
92401,San Bernardino,California,CA
92501,Riverside,California,CA
92530,Lake Elsinore,California,CA
92543,Hemet,California,CA
92551,Moreno Valley,California,CA
92562,Murrieta,California,CA
92570,Perris,California,CA
92581,San Jacinto,California,CA
92585,Sun City,California,CA
92589,Temecula,California,CA
92602,Irvine,California,CA
92605,Huntington Beach,California,CA
92626,Costa Mesa,California,CA
92658,Newport Beach,California,CA
92672,San Clemente,California,CA
92675,San Juan Capistrano,California,CA
92683,Westminster,California,CA
92690,Mission Viejo,California,CA
92701,Santa Ana,California,CA
92780,Tustin,California,CA
92801,Anaheim,California,CA
92821,Brea,California,CA
92831,Fullerton,California,CA
92840,Garden Grove,California,CA
92856,Orange,California,CA
92877,Corona,California,CA
92885,Yorba Linda,California,CA
93001,Ventura,California,CA
93010,Camarillo,California,CA
93030,Oxnard,California,CA
93062,Simi Valley,California,CA
93101,Santa Barbara,California,CA
93116,Goleta,California,CA
93277,Visalia,California,CA
93301,Bakersfield,California,CA
93401,San Luis Obispo,California,CA
93436,Lompoc,California,CA
93454,Santa Maria,California,CA
93534,Lancaster,California,CA
93550,Palmdale,California,CA
93611,Clovis,California,CA
93637,Madera,California,CA
93650,Fresno,California,CA
93657,Sanger,California,CA
93901,Salinas,California,CA
93940,Monterey,California,CA
94010,Burlingame,California,CA
94013,Daly City,California,CA
94022,Los Altos,California,CA
94025,Menlo Park,California,CA
94035,Mountain View,California,CA
94059,Redwood City,California,CA
94066,San Bruno,California,CA
94080,South San Francisco,California,CA
94085,Sunnyvale,California,CA
94101,San Francisco,California,CA
94105,San Francisco,California,CA
94203,Sacramento,California,CA
94301,Palo Alto,California,CA
94401,San Mateo,California,CA
94518,Concord,California,CA
94536,Fremont,California,CA
94540,Hayward,California,CA
94556,Moraga,California,CA
94558,Napa,California,CA
94577,San Leandro,California,CA
94588,Pleasanton,California,CA
94589,Vallejo,California,CA
94595,Walnut Creek,California,CA
94598,Walnut Creek,California,CA
94601,Oakland,California,CA
94701,Berkeley,California,CA
94801,Richmond,California,CA
94901,San Rafael,California,CA
94945,Novato,California,CA
94952,Petaluma,California,CA
95008,Campbell,California,CA
95030,Los Gatos,California,CA
95050,Santa Clara,California,CA
95060,Santa Cruz,California,CA
95101,San Jose,California,CA
95201,Stockton,California,CA
95240,Lodi,California,CA
95304,Tracy,California,CA
95340,Merced,California,CA
95350,Modesto,California,CA
95380,Turlock,California,CA
95401,Santa Rosa,California,CA
95501,Eureka,California,CA
95602,Auburn,California,CA
95605,West Sacramento,California,CA
95610,Citrus Heights,California,CA
95624,Elk Grove,California,CA
95661,Roseville,California,CA
95670,Rancho Cordova,California,CA
95687,Vacaville,California,CA
95926,Chico,California,CA
95991,Yuba City,California,CA
96001,Redding,California,CA
96019,Shasta Lake,California,CA
96150,South Lake Tahoe,California,CA
96160,Truckee,California,CA
96206,FPO,Armed Forces - Pacific,AP
96801,Honolulu,Hawaii,HI
97004,Beavercreek,Oregon,OR
97005,Beaverton,Oregon,OR
97013,Canby,Oregon,OR
97015,Clackamas,Oregon,OR
97019,Corbett,Oregon,OR
97027,Gladstone,Oregon,OR
97035,Lake Oswego,Oregon,OR
97037,Maupin,Oregon,OR
97055,Sandy,Oregon,OR
97060,Troutdale,Oregon,OR
97062,Tualatin,Oregon,OR
97068,West Linn,Oregon,OR
97103,Astoria,Oregon,OR
97124,Hillsboro,Oregon,OR
97128,McMinnville,Oregon,OR
97133,North Plains,Oregon,OR
97136,Rockaway Beach,Oregon,OR
97138,Seaside,Oregon,OR
97200,Portland,Oregon,OR
97301,Salem,Oregon,OR
97302,Salem,Oregon,OR
97330,Corvallis,Oregon,OR
97401,Eugene,Oregon,OR
97402,Eugene,Oregon,OR
97526,Grants Pass,Oregon,OR
97601,Klamath Falls,Oregon,OR
97701,Bend,Oregon,OR
97756,Redmond,Oregon,OR
98001,Auburn,Washington,WA
98003,Federal Way,Washington,WA
98004,Bellevue,Washington,WA
98010,Black Diamond,Washington,WA
98011,Bothell,Washington,WA
98013,Burton,Washington,WA
98014,Carnation,Washington,WA
98019,Duvall,Washington,WA
98020,Edmonds,Washington,WA
98022,Enumclaw,Washington,WA
98024,Fall City,Washington,WA
98027,Issaquah,Washington,WA
98028,Kenmore,Washington,WA
98030,Kent,Washington,WA
98033,Kirkland,Washington,WA
98036,Lynnwood,Washington,WA
98038,Maple Valley,Washington,WA
98039,Medina,Washington,WA
98040,Mercer Island,Washington,WA
98043,Mountlake Terrace,Washington,WA
98045,North Bend,Washington,WA
98047,Pacific,Washington,WA
98050,Preston,Washington,WA
98051,Ravensdale,Washington,WA
98052,Redmond,Washington,WA
98055,Renton,Washington,WA
98065,Snoqualmie,Washington,WA
98070,Vashon,Washington,WA
98072,Woodinville,Washington,WA
98074,Sammamish,Washington,WA
98101,Seattle,Washington,WA
98110,Bainbridge Island,Washington,WA
98201,Everett,Washington,WA
98221,Anacortes,Washington,WA
98223,Arlington,Washington,WA
98225,Bellingham,Washington,WA
98230,Blaine,Washington,WA
98232,Bow,Washington,WA
98233,Burlington,Washington,WA
98248,Ferndale,Washington,WA
98257,La Conner,Washington,WA
98258,Lake Stevens,Washington,WA
98261,Lopez Island,Washington,WA
98266,Maple Falls,Washington,WA
98270,Marysville,Washington,WA
98272,Monroe,Washington,WA
98273,Mount Vernon,Washington,WA
98275,Mukilteo,Washington,WA
98277,Oak Harbor,Washington,WA
98280,Orcas,Washington,WA
98282,Camano Island,Washington,WA
98290,Snohomish,Washington,WA
98292,Stanwood,Washington,WA
98294,Sultan,Washington,WA
98310,Bremerton,Washington,WA
98321,Buckley,Washington,WA
98328,Eatonville,Washington,WA
98329,Gig Harbor,Washington,WA
98330,Elbe,Washington,WA
98335,Gig Harbor,Washington,WA
98338,Graham,Washington,WA
98354,Milton,Washington,WA
98359,Olalla,Washington,WA
98360,Orting,Washington,WA
98362,Port Angeles,Washington,WA
98366,Port Orchard,Washington,WA
98368,Port Townsend,Washington,WA
98370,Poulsbo,Washington,WA
98371,Puyallup,Washington,WA
98382,Sequim,Washington,WA
98383,Silverdale,Washington,WA
98387,Spanaway,Washington,WA
98390,Sumner,Washington,WA
98391,Bonney Lake,Washington,WA
98396,Wilkeson,Washington,WA
98401,Tacoma,Washington,WA
98439,Lakewood,Washington,WA
98467,University Place,Washington,WA
98498,Lakewood,Washington,WA
98501,Olympia,Washington,WA
98503,Lacey,Washington,WA
98520,Aberdeen,Washington,WA
98524,Allyn,Washington,WA
